year,position,driver_1,driver_2,constructor
1965,500,Armstrong 500 Mount Panorama,Bathurst 3rd October,Armstrong 500 Mount Panorama Bathurst 3rd October 1965 Number of Laps: 130 Total Race Time: 7:16:45.1 Fastest Lap: Brian Foley 3:13.7 (114.71 km/h) Classes: Class A - Up to £920; Class B - £921 to £1020; Class C - £1021 to £1300; Class D - £1301 to £2000 Car #11: Outright winner winner of Class D Cortina GT500 entered by Fairfield Motors Fairfield Sydney and driven by Barry Seton and Midge Bosworth. Car #4: Second outright and second in Class D. Cortina GT500 entered by Grawill Motors NSW and driven by Bruce McPhee and Barry Mulholland. Car #45: Winner Class A Cortina 220 entered by Ford Australia and driven by Harry Firth and John Raeburn. Car #40: Winner Class B Cortina 240 entered by Ford Australia and driven by Max Volkers and Glen Scott. 1965 was a year of dominance by the Ford Cortina GT500's  and even the lesser 220's. We couldn't put it any better than the Ford Sales Promotion team did at the time and we quote them..."On Sunday October the 3rd under a clear blue sky 55 contenders streaked away from the starting grid heading for the fastest the most hard-fought the most brutal Armstrong ever. Driving the perfectly tuned yet strictly stock-standard cars was the cream of Australia's racing drivers plus (for BMC) crack drivers from overseas. At stake: Outright or "first over the line" honours - the most coveted racing prize in Australia". In Class D for cars £1301 to £2000 and including the Studebakers Volvo's Triumph 2000's and Fiat 2300 the Cortina GT500's displayed their winning ability by coming in 1-2-3 in a line. Fourth car to finish in this class was a Triumph 2000 - 19 miles behind the winning Cortina! A Volvo 122S finished 5th 34 miles behind and a Studebaker was 6th 37 miles behind. The winning GT500 driven by Barry Seton and Midge Bosworth won after one refuelling stop only - the bonnet wasn't lifted nor were the tires changed. It covererd the distance of 500 miles in a fantastic 7 hours 16 minutes 45 seconds - clipping almost 25 minutes off last year's record which was set by a Cortina GT. It also gave Ford "4 in-a-row". Line houours were taken by Falcon in 1962 and by Cortina's in 1963 and 1964. In Class A for cars up to £920 interest was centred around the Cortina 220's Morris Mini Deluxes and the Viva's. The 220's equipped with 1500 motors proved far too fast and better on the "Esses" than their competition coming in 1st 2nd 3rd and 4th. The winning 220 was driven by Harry Firth and John Raeburn their 220 also recoring the fastest lap time for the class at 3 minutes 35 seconds. The Morris Mini Deluxes disappointed their drivers and BMC. Three were entered in the class but they couldn't keep up wiht the pace set by the Cortina 220's and finished many miles behind. Significant too is the fact that 3 Datsun Bluebirds which were entered by the Nissan Distributors never started - they were withdrawn on the eve of the event after encountering wheel trouble during Saturday's parctice sessions. A lone Cortina 240 in Class B (£921 to £1020) demonstrated its superiority in the face of what appeared to be overwhelming odds. It was pitted against 4 Morris Coopers and 3 Toyota Corona's . The 240 entered by Ford and driven by M. Volkers and G. Scott flashed to victory ahead of 2 Corona's which finished 2nd and 3rd. Of the Morris Coopers? One was forced to withdraw the others were just not good enough. Of the 60 original entries 55 started and only 42 completed the race many badly damaged. Five were complete wrecks. Please Note: You can sort this listing by simply clicking on the column heading PLACE DRIVER / CO DRIVER(S) VEHICLE CLASS LAPS 1 Barry Seton / Midge Bosworth Ford Cortina GT500 D 130 2 Bruce McPhee / Barry Mulholland Ford Cortina GT500 D 130 3 Brian Foley / Peter Manton Morris Cooper S C 129 4 Lindsay Little / Stan Pomroy Morris Cooper S C 129 5 Bill McLachlan / Jack Murray Ford Cortina GT500 D 128 6 Paddy Hopkirk / Timo Makinen Morris Cooper S C 128 7 Bill Stanley / Ralph Sach Morris Cooper S C 128 8 Ray Kaleda / Graham Moore Morris Cooper S C 125 9 Bob Holden / Greg Cusack Morris Cooper S C 125 10 Max Stewart / Bob Young Triumph 2000 D 124 11 Barry Arentz / Geoff Russell Ford Cortina GT C 124 12 Bill Ford / Des West Volvo 122S D 121 13 Fred Sutherland / Alan Mottram Studebaker Lark D 120 14 Harry Firth / John Raeburn Ford Cortina 220 A 119 15 Ray Morris / Bruce Maher Ford Cortina 220 A 119 16 Graham Ward / Barry Collerson Volvo 122S D 118 17 Max Volkers / Glen Scott Ford Cortina 240 B 118 18 Des Kelly / Brian Reed Toyota Corona B 118 19 Herb Taylor / John Hall Ford Cortina 220 A 118 20 Bill Buckle / Neil McKay Toyota Corona B 117 21 Alton Boddenberg / Digby Cooke Valiant C 116 22 Don Smith / Bruce Stewart Holden X2 C 116 23 Brian Sampson / Ern Abbott Toyota Corona B 116 24 Barry Ferguson / Charlie Smith Morris Cooper B 115 25 Bruce Hodgson / Ken Harrison Cortina 220 A 114 26 Gary Shoesmith / Tony Robards Vauxhall Viva A 113 27 Warren Weldon / Bill Slattery Studebaker Lark D 112 28 Ron Haylen / Kevin Bartlett Morris de Luxe A 111 29 John Marchiori / Arnold Ahrenfeld Ford Cortina 220 A 111 30 Arthur Treloar / Colin Bond Isuzu Bellett B 109 31 P. M. Taylor / T. M. Egan Morris de Luxe A 109 32 John Connolly / Rex Emmett Renault R8 B 108 33 Ray Heffernan / Bill Daly Fiat 850 A 106 34 Peter Brown / Ray Gulson Ford Cortina GT500 D 106 35 Steve Harvey / Laurie Stewart Morris de Luxe A 105 36 Peter Cray / Don Holland Morris Cooper B 99 37 Bob Salter / Ken Wiggins Ford Cortina GT500 D 94 38 Lionel Williams / Evan Thomas Holden X2 C 84 39 Frank Hann / Graham Forrest Morris Cooper B 81 40 David Walker / Carl Kennedy Ford Cortina GT500 D 64 41 Bill Barnett / Don Johnston Humber Vogue C DNF 42 Fred Otten / Mick Crampton Fiat 2300 D DNF 43 Keith Russell / Colin Wear Triumph 2000 D DNF 44 Bob Jane / George Reynolds Ford Cortina GT500 D DNF 45 Bob Beasley / Ron Hodgson Ford Cortina GT500 D DNF 46 Bill Burns / Brian Lawler Fiat 850 A DNF 47 Don Mudd / Tony Kavanagh Vauxhall Viva A DNF DNF Brian McGrath / David Frazer Renault R8 B DNF DNF Ron Clarke / John Prisk Morris Cooper B DNF DNF John French / John Harvey Morris Cooper S C DNF DNF Arthur Davis / Paul Mander Ford Cortina GT500 D DNF DNF Ian Cook / Ken Lindsay Morris Cooper S C DNF DNF Phil Barnes / Doug Chivas Morris Cooper S C DNF DNF Trevor Meehan / Pat Holmes Fiat 850 A DNF DNF Ian Geoghegan / Leo Geoghegan Ford Cortina GT500 D DNF
1965,500,Armstrong 500 Mount Panorama,Bathurst 3rd October,Armstrong 500 Mount Panorama Bathurst 3rd October 1965 Number of Laps: 130 Total Race Time: 7:16:45.1 Fastest Lap: Brian Foley 3:13.7 (114.71 km/h) Classes: Class A - Up to £920; Class B - £921 to £1020; Class C - £1021 to £1300; Class D - £1301 to £2000 Car #11: Outright winner winner of Class D Cortina GT500 entered by Fairfield Motors Fairfield Sydney and driven by Barry Seton and Midge Bosworth. Car #4: Second outright and second in Class D. Cortina GT500 entered by Grawill Motors NSW and driven by Bruce McPhee and Barry Mulholland. Car #45: Winner Class A Cortina 220 entered by Ford Australia and driven by Harry Firth and John Raeburn. Car #40: Winner Class B Cortina 240 entered by Ford Australia and driven by Max Volkers and Glen Scott. 1965 was a year of dominance by the Ford Cortina GT500's  and even the lesser 220's. We couldn't put it any better than the Ford Sales Promotion team did at the time and we quote them..."On Sunday October the 3rd under a clear blue sky 55 contenders streaked away from the starting grid heading for the fastest the most hard-fought the most brutal Armstrong ever. Driving the perfectly tuned yet strictly stock-standard cars was the cream of Australia's racing drivers plus (for BMC) crack drivers from overseas. At stake: Outright or "first over the line" honours - the most coveted racing prize in Australia". In Class D for cars £1301 to £2000 and including the Studebakers Volvo's Triumph 2000's and Fiat 2300 the Cortina GT500's displayed their winning ability by coming in 1-2-3 in a line. Fourth car to finish in this class was a Triumph 2000 - 19 miles behind the winning Cortina! A Volvo 122S finished 5th 34 miles behind and a Studebaker was 6th 37 miles behind. The winning GT500 driven by Barry Seton and Midge Bosworth won after one refuelling stop only - the bonnet wasn't lifted nor were the tires changed. It covererd the distance of 500 miles in a fantastic 7 hours 16 minutes 45 seconds - clipping almost 25 minutes off last year's record which was set by a Cortina GT. It also gave Ford "4 in-a-row". Line houours were taken by Falcon in 1962 and by Cortina's in 1963 and 1964. In Class A for cars up to £920 interest was centred around the Cortina 220's Morris Mini Deluxes and the Viva's. The 220's equipped with 1500 motors proved far too fast and better on the "Esses" than their competition coming in 1st 2nd 3rd and 4th. The winning 220 was driven by Harry Firth and John Raeburn their 220 also recoring the fastest lap time for the class at 3 minutes 35 seconds. The Morris Mini Deluxes disappointed their drivers and BMC. Three were entered in the class but they couldn't keep up wiht the pace set by the Cortina 220's and finished many miles behind. Significant too is the fact that 3 Datsun Bluebirds which were entered by the Nissan Distributors never started - they were withdrawn on the eve of the event after encountering wheel trouble during Saturday's parctice sessions. A lone Cortina 240 in Class B (£921 to £1020) demonstrated its superiority in the face of what appeared to be overwhelming odds. It was pitted against 4 Morris Coopers and 3 Toyota Corona's . The 240 entered by Ford and driven by M. Volkers and G. Scott flashed to victory ahead of 2 Corona's which finished 2nd and 3rd. Of the Morris Coopers? One was forced to withdraw the others were just not good enough. Of the 60 original entries 55 started and only 42 completed the race many badly damaged. Five were complete wrecks. Please Note: You can sort this listing by simply clicking on the column heading PLACE DRIVER / CO DRIVER(S) VEHICLE CLASS LAPS 1 Barry Seton / Midge Bosworth Ford Cortina GT500 D 130 2 Bruce McPhee / Barry Mulholland Ford Cortina GT500 D 130 3 Brian Foley / Peter Manton Morris Cooper S C 129 4 Lindsay Little / Stan Pomroy Morris Cooper S C 129 5 Bill McLachlan / Jack Murray Ford Cortina GT500 D 128 6 Paddy Hopkirk / Timo Makinen Morris Cooper S C 128 7 Bill Stanley / Ralph Sach Morris Cooper S C 128 8 Ray Kaleda / Graham Moore Morris Cooper S C 125 9 Bob Holden / Greg Cusack Morris Cooper S C 125 10 Max Stewart / Bob Young Triumph 2000 D 124 11 Barry Arentz / Geoff Russell Ford Cortina GT C 124 12 Bill Ford / Des West Volvo 122S D 121 13 Fred Sutherland / Alan Mottram Studebaker Lark D 120 14 Harry Firth / John Raeburn Ford Cortina 220 A 119 15 Ray Morris / Bruce Maher Ford Cortina 220 A 119 16 Graham Ward / Barry Collerson Volvo 122S D 118 17 Max Volkers / Glen Scott Ford Cortina 240 B 118 18 Des Kelly / Brian Reed Toyota Corona B 118 19 Herb Taylor / John Hall Ford Cortina 220 A 118 20 Bill Buckle / Neil McKay Toyota Corona B 117 21 Alton Boddenberg / Digby Cooke Valiant C 116 22 Don Smith / Bruce Stewart Holden X2 C 116 23 Brian Sampson / Ern Abbott Toyota Corona B 116 24 Barry Ferguson / Charlie Smith Morris Cooper B 115 25 Bruce Hodgson / Ken Harrison Cortina 220 A 114 26 Gary Shoesmith / Tony Robards Vauxhall Viva A 113 27 Warren Weldon / Bill Slattery Studebaker Lark D 112 28 Ron Haylen / Kevin Bartlett Morris de Luxe A 111 29 John Marchiori / Arnold Ahrenfeld Ford Cortina 220 A 111 30 Arthur Treloar / Colin Bond Isuzu Bellett B 109 31 P. M. Taylor / T. M. Egan Morris de Luxe A 109 32 John Connolly / Rex Emmett Renault R8 B 108 33 Ray Heffernan / Bill Daly Fiat 850 A 106 34 Peter Brown / Ray Gulson Ford Cortina GT500 D 106 35 Steve Harvey / Laurie Stewart Morris de Luxe A 105 36 Peter Cray / Don Holland Morris Cooper B 99 37 Bob Salter / Ken Wiggins Ford Cortina GT500 D 94 38 Lionel Williams / Evan Thomas Holden X2 C 84 39 Frank Hann / Graham Forrest Morris Cooper B 81 40 David Walker / Carl Kennedy Ford Cortina GT500 D 64 41 Bill Barnett / Don Johnston Humber Vogue C DNF 42 Fred Otten / Mick Crampton Fiat 2300 D DNF 43 Keith Russell / Colin Wear Triumph 2000 D DNF 44 Bob Jane / George Reynolds Ford Cortina GT500 D DNF 45 Bob Beasley / Ron Hodgson Ford Cortina GT500 D DNF 46 Bill Burns / Brian Lawler Fiat 850 A DNF 47 Don Mudd / Tony Kavanagh Vauxhall Viva A DNF DNF Brian McGrath / David Frazer Renault R8 B DNF DNF Ron Clarke / John Prisk Morris Cooper B DNF DNF John French / John Harvey Morris Cooper S C DNF DNF Arthur Davis / Paul Mander Ford Cortina GT500 D DNF DNF Ian Cook / Ken Lindsay Morris Cooper S C DNF DNF Phil Barnes / Doug Chivas Morris Cooper S C DNF DNF Trevor Meehan / Pat Holmes Fiat 850 A DNF DNF Ian Geoghegan / Leo Geoghegan Ford Cortina GT500 D DNF
1965,500,Armstrong 500 Mount Panorama,Bathurst 3rd October,Armstrong 500 Mount Panorama Bathurst 3rd October 1965
1965,500,Armstrong 500 Mount Panorama,Bathurst 3rd October,Number of Laps: 130 Total Race Time: 7:16:45.1 Fastest Lap: Brian Foley 3:13.7 (114.71 km/h) Classes: Class A - Up to £920; Class B - £921 to £1020; Class C - £1021 to £1300; Class D - £1301 to £2000
1966,1,Bob Holden,Rauno Aaltonen,Morris Cooper S
1966,2,Bill Stanley,Fred Gibson,Morris Cooper S
1966,3,Bruce McPhee,Barry Mulholland,Morris Cooper S
1966,4,Paul Mander,Arthur Davis,Morris Cooper S
1966,5,Peter Brown,Bob Cook,Morris Cooper S
1966,6,Harry Firth,Ern Abbott,Morris Cooper S
1966,7,Bill Jamison,John Leffler,Morris Cooper S
1966,8,Steve Harvey,John French,Morris Cooper S
1966,9,Barry Arentz,Barry Seton,Morris Cooper S
1966,10,Jack Nougher,David O'Keefe,Valiant VC V8
1966,11,Alton Boddenberg,Digby Cooke,Valiant VC V8
1966,12,Peter Cray,Don Holland,Morris Cooper
1966,13,Max Stewart,Bob Young,Triumph 2000
1966,14,Ron Kearns,Barry Quayle,Fiat 1500
1966,15,Kevin Bartlett,John Harvey,Volvo 122S
1966,16,Bill Buckle,Alan Mottram,Toyota Crown
1966,17,Doug Chivas,Doug Chivas Jnr,Morris Cooper
1966,18,Laurie Stewart,Ray Morris,Morris Cooper
1966,19,Mike Savva,Herb Taylor,Holden X2
1966,20,Brian Reed,Des Kelly,Toyota Corona
1966,21,George Reynolds,Barry Ferguson,Isuzu Bellett 1500
1966,22,Moto Kitamo,Kunimitsu Takahashi,Datsun 1300
1966,23,John Roxburgh,Doug Whiteford,Datsun 1300
1966,24,Brian Lawler,Harry Gapps,Cortina 220
1966,25,Lionel Ayers,Max Volkers,Hillman Minx
1966,26,John Colwell,Fred Sutherland,Datsun 1300
1966,27,Brian Sampson,Lew Marshall,Toyota Corona
1966,28,Trevor Meehan,Ian Hindmarsh,Fiat 850
1966,29,Mike Schneider,B.M. Wright,Morris de Luxe
1966,30,Arthur Treloar,Colin Bond,Isuzu Bellett 1500
1966,31,George Garth,Ray Marquet,Cortina 1200
1966,32,Ken Lindsay,Des West,Cortina 1200
1966,33,Peter Williamson,Alex Macarthur,Toyota Corona
1966,34,John Smith,Denis Gregory,Morris de Luxe
1966,35,Bob Edgerton,Ross Edgerton,Renault R8
1966,36,John Prisk,Mike Martin,Morris Cooper
1966,37,Bruce Darke,Don James,Isuzu Bellett 1500
1966,38,Warren Weldon,Bill Slattery,Studebaker Lark
1966,39,Malcolm Bailey,John Hicks,Morris 850
1966,40,Carl Kennedy,Doug Stewart,NSU Prince 1500
1966,41,Denis Geary,Gary Hodge,Cortina 1500
1966,500,Gallaher 500 Mount Panorama,Bathurst 2nd October,Gallaher 500 Mount Panorama Bathurst 2nd October 1966 Number of Laps: 130 Total Race Time: 7:11:29.1 Fastest Lap: Frank/Matich 3:10 (116.94 km/h) Classes: Class A - Up to $1800; Class B - $1801 to $2040; Class C - $2041 to $2700; Class D - $2701 to $4000 Fastest lap: Frank/Matich 3:10 (116.94 km/h) Please Note: You can sort this listing by simply clicking on the column heading PLACE DRIVER / CO DRIVER(S) VEHICLE CLASS LAPS 1 Bob Holden / Rauno Aaltonen Morris Cooper S C 130 2 Bill Stanley / Fred Gibson Morris Cooper S C 129 3 Bruce McPhee / Barry Mulholland Morris Cooper S C 128 4 Paul Mander / Arthur Davis Morris Cooper S C 128 5 Peter Brown / Bob Cook Morris Cooper S C 128 6 Harry Firth / Ern Abbott Morris Cooper S C 128 7 Bill Jamison / John Leffler Morris Cooper S C 127 8 Steve Harvey / John French Morris Cooper S C 127 9 Barry Arentz / Barry Seton Morris Cooper S C 125 10 Jack Nougher / David O'Keefe Valiant VC V8 D 124 11 Alton Boddenberg / Digby Cooke Valiant VC V8 D 122 12 Peter Cray / Don Holland Morris Cooper B 120 13 Max Stewart / Bob Young Triumph 2000 D 120 14 Ron Kearns / Barry Quayle Fiat 1500 C 120 15 Kevin Bartlett / John Harvey Volvo 122S D 119 16 Bill Buckle / Alan Mottram Toyota Crown C 119 17 Doug Chivas / Doug Chivas Jnr Morris Cooper B 119 18 Laurie Stewart / Ray Morris Morris Cooper B 119 19 Mike Savva / Herb Taylor Holden X2 D 118 20 Brian Reed / Des Kelly Toyota Corona B 117 21 George Reynolds / Barry Ferguson Isuzu Bellett 1500 B 117 22 Moto Kitamo / Kunimitsu Takahashi Datsun 1300 A 117 23 John Roxburgh / Doug Whiteford Datsun 1300 A 116 24 Brian Lawler / Harry Gapps Cortina 220 A 116 25 Lionel Ayers / Max Volkers Hillman Minx B 116 26 John Colwell / Fred Sutherland Datsun 1300 A 116 27 Brian Sampson / Lew Marshall Toyota Corona B 116 28 Trevor Meehan / Ian Hindmarsh Fiat 850 A 113 29 Mike Schneider / B.M. Wright Morris de Luxe A 113 30 Arthur Treloar / Colin Bond Isuzu Bellett 1500 B 111 31 George Garth / Ray Marquet Cortina 1200 A 110 32 Ken Lindsay / Des West Cortina 1200 A 110 33 Peter Williamson / Alex Macarthur Toyota Corona B 110 34 John Smith / Denis Gregory Morris de Luxe A 109 35 Bob Edgerton / Ross Edgerton Renault R8 B 106 36 John Prisk / Mike Martin Morris Cooper B 105 37 Bruce Darke / Don James Isuzu Bellett 1500 B 104 38 Warren Weldon / Bill Slattery Studebaker Lark D 88 39 Malcolm Bailey / John Hicks Morris 850 A 87 40 Carl Kennedy / Doug Stewart NSU Prince 1500 B DNF 41 Denis Geary / Gary Hodge Cortina 1500 B DNF DNF Bill Burns / Alex Lazich Fiat 850 A DNF DNF Gary Shoesmith / Tony Robards Vauxhall Viva A DNF DNF Jack Murray / Bill Ford NSU Prince 1500 B DNF DNF Frank Matich / Frank Demuth Morris Cooper C DNF DNF Mick Crampton / Geoff Leeds Morris Cooper C DNF DNF Charlie Smith / Ron Haylen Morris Cooper C DNF DNF Rick Radford / David Bye Morris Cooper C DNF DNF Ken Stacey / Mal Henderson Morris Cooper C DNF DNF Paddy Hopkirk / Brian Foley Morris Cooper C DNF DNF Ron Hodgson / Bob Beasley Morris Cooper C DNF DNF Graham Forrest / Frank Hann Morris Cooper C DNF DNF Gerry Lister / Graham Porter Volvo 122S D DNF
1966,500,Gallaher 500 Mount Panorama,Bathurst 2nd October,Gallaher 500 Mount Panorama Bathurst 2nd October 1966 Number of Laps: 130 Total Race Time: 7:11:29.1 Fastest Lap: Frank/Matich 3:10 (116.94 km/h) Classes: Class A - Up to $1800; Class B - $1801 to $2040; Class C - $2041 to $2700; Class D - $2701 to $4000 Fastest lap: Frank/Matich 3:10 (116.94 km/h) Please Note: You can sort this listing by simply clicking on the column heading PLACE DRIVER / CO DRIVER(S) VEHICLE CLASS LAPS 1 Bob Holden / Rauno Aaltonen Morris Cooper S C 130 2 Bill Stanley / Fred Gibson Morris Cooper S C 129 3 Bruce McPhee / Barry Mulholland Morris Cooper S C 128 4 Paul Mander / Arthur Davis Morris Cooper S C 128 5 Peter Brown / Bob Cook Morris Cooper S C 128 6 Harry Firth / Ern Abbott Morris Cooper S C 128 7 Bill Jamison / John Leffler Morris Cooper S C 127 8 Steve Harvey / John French Morris Cooper S C 127 9 Barry Arentz / Barry Seton Morris Cooper S C 125 10 Jack Nougher / David O'Keefe Valiant VC V8 D 124 11 Alton Boddenberg / Digby Cooke Valiant VC V8 D 122 12 Peter Cray / Don Holland Morris Cooper B 120 13 Max Stewart / Bob Young Triumph 2000 D 120 14 Ron Kearns / Barry Quayle Fiat 1500 C 120 15 Kevin Bartlett / John Harvey Volvo 122S D 119 16 Bill Buckle / Alan Mottram Toyota Crown C 119 17 Doug Chivas / Doug Chivas Jnr Morris Cooper B 119 18 Laurie Stewart / Ray Morris Morris Cooper B 119 19 Mike Savva / Herb Taylor Holden X2 D 118 20 Brian Reed / Des Kelly Toyota Corona B 117 21 George Reynolds / Barry Ferguson Isuzu Bellett 1500 B 117 22 Moto Kitamo / Kunimitsu Takahashi Datsun 1300 A 117 23 John Roxburgh / Doug Whiteford Datsun 1300 A 116 24 Brian Lawler / Harry Gapps Cortina 220 A 116 25 Lionel Ayers / Max Volkers Hillman Minx B 116 26 John Colwell / Fred Sutherland Datsun 1300 A 116 27 Brian Sampson / Lew Marshall Toyota Corona B 116 28 Trevor Meehan / Ian Hindmarsh Fiat 850 A 113 29 Mike Schneider / B.M. Wright Morris de Luxe A 113 30 Arthur Treloar / Colin Bond Isuzu Bellett 1500 B 111 31 George Garth / Ray Marquet Cortina 1200 A 110 32 Ken Lindsay / Des West Cortina 1200 A 110 33 Peter Williamson / Alex Macarthur Toyota Corona B 110 34 John Smith / Denis Gregory Morris de Luxe A 109 35 Bob Edgerton / Ross Edgerton Renault R8 B 106 36 John Prisk / Mike Martin Morris Cooper B 105 37 Bruce Darke / Don James Isuzu Bellett 1500 B 104 38 Warren Weldon / Bill Slattery Studebaker Lark D 88 39 Malcolm Bailey / John Hicks Morris 850 A 87 40 Carl Kennedy / Doug Stewart NSU Prince 1500 B DNF 41 Denis Geary / Gary Hodge Cortina 1500 B DNF DNF Bill Burns / Alex Lazich Fiat 850 A DNF DNF Gary Shoesmith / Tony Robards Vauxhall Viva A DNF DNF Jack Murray / Bill Ford NSU Prince 1500 B DNF DNF Frank Matich / Frank Demuth Morris Cooper C DNF DNF Mick Crampton / Geoff Leeds Morris Cooper C DNF DNF Charlie Smith / Ron Haylen Morris Cooper C DNF DNF Rick Radford / David Bye Morris Cooper C DNF DNF Ken Stacey / Mal Henderson Morris Cooper C DNF DNF Paddy Hopkirk / Brian Foley Morris Cooper C DNF DNF Ron Hodgson / Bob Beasley Morris Cooper C DNF DNF Graham Forrest / Frank Hann Morris Cooper C DNF DNF Gerry Lister / Graham Porter Volvo 122S D DNF
1966,500,Gallaher 500 Mount Panorama,Bathurst 2nd October,Gallaher 500 Mount Panorama Bathurst 2nd October 1966
1966,500,Gallaher 500 Mount Panorama,Bathurst 2nd October,Number of Laps: 130 Total Race Time: 7:11:29.1 Fastest Lap: Frank/Matich 3:10 (116.94 km/h) Classes: Class A - Up to $1800; Class B - $1801 to $2040; Class C - $2041 to $2700; Class D - $2701 to $4000 Fastest lap: Frank/Matich 3:10 (116.94 km/h)
1967,1,Harry Firth,Fred Gibson,Falcon XR GT
1967,2,Leo Geoghegan,Ian Geoghegan,Falcon XR GT
1967,3,Doug Chivas,Max Stewart,Alfa 1600 GTV
1967,4,Kevin Bartlett,Laurie Stewart,Alfa 1600 GTV
1967,5,Tony Fall,Bob Holden,Morris Cooper S
1967,6,Charlie Smith,Barry Seton,Morris Cooper S
1967,7,Timo Makinen,John French,Morris Cooper S
1967,8,Paddy Hopkirk,Brian Foley,Morris Cooper S
1967,9,Arthur Davis,Paul Mander,Alfa 1600 GTV
1967,10,Damon Beck,Lakis Manticas,Morris Cooper S
1967,11,Warren Weldon,John Hall,Studebaker Lark
1967,12,John Millyard,Andy Frankel,Morris Cooper S
1967,13,Mike Savva,Bob Wilkinson,Falcon XR GT
1967,14,Peter Brown,Bob Cook,Morris Cooper S
1967,15,Bill Burns,Chris Brauer,Alfa Giulia Super
1967,16,David McKay,George Reynolds,Audi Super 90
1967,17,Greg Cusack,Bill Brown,Falcon XR GT
1967,18,Bob Jane,Spencer Martin,Falcon XR GT
1967,19,Barry Sharp,Lindsay Derriman,Phoenix TD2
1967,20,Bill Tuckey,Max Stahl,Fiat 124
1967,21,Fred Sutherland,Alan Mottram,Falcon Auto
1967,22,Bob Young,Bob Sorrenson,Triumph 2000
1967,23,John Roxburgh,Doug Whiteford,Datsun 1000
1967,24,Bill Daly,George Murray,Fiat 124
1967,25,Syd Fisher,Paul Hawkins,Alfa 1600 GTV
1967,26,Dick Thurston,Bill Buckle,Toyota Corolla
1967,27,Peter Cray,Don Holland,Morris Cooper
1967,28,Kunimitsu Takahashi,Hideo Oishi,Datsun 1000
1967,29,Mike Kable,John Smailes,Fiat 124
1967,30,Jack Eiffeltower,David O'Keefe,Hillman Imp GT
1967,31,Bob Edgerton,David Toshack,Hillman Imp GT
