Date,Race,Track,Winner,Margin,SP,Race Grade,Jockey,Trainer
2/11/2002,Victoria Derby,Flemington,Helenus,0.1,$1.90F,G1,Steven King,Leon Corstens
2/11/2002,VRC Carbine Club Stakes,Flemington,Delago Brom,0.8,$9 ,G3,Steven Arnold,Tommy Hughes
2/11/2002,VRC Champions Sprint,Flemington,Rubitano,2.8,$7 ,G1,Nash Rawiller,Brian Mayfield-Smith
2/11/2002,VRC Champions Stakes,Flemington,Lonhro,0.3,$2.10F,G1,Darren Beadman,John Hawkes
2/11/2002,Wakeful Stakes,Flemington,Hierogram,0.1,$3.50F,G2,Darren Beadman,John Hawkes
2/11/2002,Asian Beau Stakes,Ascot,Suspicion,0.35,$7 ,G3,Lucas Camilleri,Lindsey Smith
2/11/2002,Old Comrade Stakes,Ascot,Blevvo,0.2,$26 ,LR,Peter Farrell,David Harrison
5/11/2002,Angst Quality,Randwick,Miss Zoe,2.3,$7 ,LR,Justin Sheehan,Les Bridge
5/11/2002,Desirable Stakes,Flemington,Tarcoola Diamond,1.3,$8.50 ,LR,Nash Rawiller,Dean Lawson
5/11/2002,Kirin Ichiban Plate,Flemington,Palidamah,0.8,$13 ,LR,Scott Seamer,Noel Doyle
5/11/2002,Melbourne Cup,Flemington,Media Puzzle,2,$6.50 ,G1,Damien Oliver,Dermot Weld
5/11/2002,Burgess Queen Stakes,Ascot,Point of No Return,0.25,$21 ,LR,Shaun McGruddy,David O'Loughlin
5/11/2002,Fairetha Stakes,Ascot,Zoometric,0.8,$5 ,LR,Peter Knuckey,Graeme Webster
7/11/2002,Ottawa Stakes,Flemington,Rinky Dink,0.1,$7 ,LR,John Didham,Rick Hore-Lacy
7/11/2002,Red Roses Stakes,Flemington,Red Labelle,0.2,$13 ,LR,Steven Arnold,Mark Minervini
7/11/2002,TAB Trophy,Flemington,Perlin,4.3,$2.35F,LR,Danny Nikolic,Myles Plumb
7/11/2002,The Damien Oliver,Flemington,Choisir,0.5,$5 ,G2,Glen Boss,Paul Perry
7/11/2002,Victoria Oaks,Flemington,Bulla Borghese,0.5,$13 ,G1,Chris Munce,Ron Quinton
9/11/2002,SAJC Thomas Elder Stakes,Morphettville,Newtown Jet,0.7,$7 ,LR,Jeff Maund,Tony McEvoy
9/11/2002,The Amanda Elliott,Flemington,Cool Azz,1.8,$13 ,LR,Greg Childs,Brian Cox
9/11/2002,Century Stakes,Flemington,Into the Night,1.3,$3.20F,LR,Brett Prebble,Keith Dryden
9/11/2002,Maribyrnong Plate,Flemington,Ra Sun,0.3,$2F,G2,Peter Mertens,Robbie Griffiths
9/11/2002,Matriarch Stakes,Flemington,Damaschino,0.8,$11 ,G3,Danny Nikolic,Roger James
9/11/2002,VRC Champions Mile,Flemington,Scenic Peak,1.3,$15 ,G1,Danny Nikolic,Danny Bougoure
9/11/2002,VRC Queen Elizabeth Stakes,Flemington,Makybe Diva,0.1,$6.50 ,G2,Luke Currie,David Hall
9/11/2002,Luckygray Stakes,Ascot,Alibi Bay,1,$7 ,LR,Craig Staples,Paul Miller
9/11/2002,WATC Lee Steere Stakes,Ascot,Hardrada,1.3,$2.50F,G2,Jason Whiting,Lou Luciani
14/11/2002,Bendigo Cup,Bendigo,Forlorna,1,$12 ,LR,John Didham,Shiela Laxon
16/11/2002,Kevin Heffernan Stakes,Sandown,Century Kid,1,$3.50F,LR,Jim Cassidy,Graeme Rogerson
16/11/2002,Sandown Guineas,Sandown,Dextrous,1.5,$9 ,G2,Darren Gauci,John Hawkes
16/11/2002,Sandown Stakes,Sandown,Salgado,1,$7 ,G3,Darren Gauci,John Hawkes
16/11/2002,Summoned Stakes,Sandown,Bridal Hill,0.1,$7 ,LR,Steven Arnold,Gerald Ryan
16/11/2002,Twilight Glow Stakes,Sandown,Bumptious,1,$2.80F,LR,Jim Cassidy,Gai Waterhouse
16/11/2002,Zipping Classic,Sandown,Hail,1.3,$7 ,G2,Greg Childs,Bruce Marsh
16/11/2002,Brisbane Handicap,Eagle Farm,Startell,0.3,$11 ,LR,Stathi Katsidis,Kevin Kemp
16/11/2002,R.J. Peters Stakes,Ascot,Kensyl Bay,1,$17 ,G3,Glenn Smith,Tom Widdeson
16/11/2002,R.S. Crawford Stakes,Ascot,Beautiful Bon Bon,0.5,$3.50F,LR,Paul Harvey,Chris Stelmach
16/11/2002,West Australian Guineas,Ascot,The Right Money,1.25,$4.75 ,G2,Paul Harvey,Trevor Andrews
17/11/2002,TTC Newmarket Handicap,Launceston,Viscount Alexander,0.2,$3.80F,LR,Mark Goring,Helen Patterson
20/11/2002,Ballarat Cup,Ballarat,Varsilayos,2.3,$9 ,LR,Rhys McLeod,Pat Carey
23/11/2002,Eclipse Stakes,Sandown,Damaschino,1.3,$10 ,G3,Danny Nikolic,Roger James
23/11/2002,Queensland Cup,Eagle Farm,Time Signal,0.8,$11 ,LR,John Powell,Garry White
23/11/2002,Merson Cooper Stakes,Caulfield,Miss Terrain,0.1,$11 ,LR,Dale Smith,Mick Price
23/11/2002,Placid Ark Stakes,Ascot,Kim Storm,1,$3F,LR,Paul King,Malcolm Burnett
23/11/2002,WATC Railway Stakes,Ascot,Old Fashion,0.25,$6.50 ,G1,Stephen Miller,Vernon Brockman
23/11/2002,WATC Tattersall's Cup,Ascot,Blevvo,0.35,$9 ,LR,Peter Farrell,David Harrison
30/11/2002,Festival Stakes,Rosehill,This Manshood,0.3,$8.50 ,LR,Lane Moloney,Tim Martin
30/11/2002,City Of Marion Stakes,Morphettville,Empress Waltz,0.1,$3.50F,LR,Jason Holder,David Huxtable
30/11/2002,O.J. Smith Challenge Stakes,Morphettville,Lochi,1.8,$15.00 ,LR,Chris Symons,Stuart Webb
30/11/2002,Recognition Stakes,Eagle Farm,Osca Warrior,0.4,$13 ,LR,Glen Colless,Eric Ropiha
30/11/2002,Lex Piper Stakes,Ascot,Wool Zone,0.8,$9 ,LR,Jason Whiting,Ross Price
30/11/2002,WATC Champion Fillies Stakes,Ascot,Superior Star,0.15,$21 ,G3,Steven Parnham,Neville Parnham
5/12/2002,Hawkesbury Gold Cup,Hawkesbury,This Manshood,3.8,$5 ,G3,Lane Moloney,Tim Martin
7/12/2002,George Moore Stakes,Doomben,Baal Yabba,0.1,$21 ,G3,Ken Pope,Trevor Miller
7/12/2002,G.A. Towton Cup,Ascot,So Canny,0.25,$8.50 ,LR,Clint Harvey,Simon Barrass
7/12/2002,Jungle Dawn Classic,Ascot,Royal Sonata,1.75,$11 ,LR,Daniel Staeck,Jim Taylor
7/12/2002,Northerly Stakes,Ascot,Blevvo,1.25,$21 ,G1,Peter Farrell,David Harrison
7/12/2002,Raconteur Stakes,Ascot,Mapperholic,0.45,$8 ,LR,Stephen Miller,Steve Wolfe
14/12/2002,ATC Christmas Cup,Rosehill,Airlie Bird,0.3,$7 ,LR,Terry Jones,Paul Cave
14/12/2002,Just Now Quality,Eagle Farm,Princess Clang,0.5,$1.80F,LR,John Powell,Kaye Tinsley
14/12/2002,Phelan Ready Stakes,Eagle Farm,Best Northern,1.5,$6 ,LR,Michael Pelling,Terry Hore
14/12/2002,Durbridge Stakes,Cheltenham,Ikaros,0.1,$3F,LR,Shayne Cahill,Bill Papazaharoudakis
14/12/2002,MBRC Murray Bridge Gold Cup,Cheltenham,Fox Helios,0.5,$17 ,LR,Darren Holland,Daniel Clarken
14/12/2002,Colonel Reeves Stakes,Ascot,Secret Remedy,0.5,$9 ,LR,Tim Stubberfield,Neville Parnham
14/12/2002,N.J. Way Stakes,Ascot,World of Fun,1.75,$1.75F,LR,Stephen Miller,Vernon Brockman
14/12/2002,WATC December Stakes,Ascot,Prince of Vasac,3.25,$4.75 ,LR,Paul Harvey,Bernadine Dudley
21/12/2002,Razor Sharp Handicap,Randwick,Academe,0.1,$26 ,LR,Craig Carmody,Guy Walter
21/12/2002,The Ingham,Randwick,Boreale,0.5,$4.80 ,G2,Darren Beadman,John Hawkes
21/12/2002,Lough Neagh Stakes,Doomben,Diamond Dane,0.2,$5 ,LR,Brad Stewart,Bruce McLachlan
21/12/2002,Sir Ernest Lee Steere Classic,Ascot,Early Express,4.3,$7 ,G3,Paul Harvey,Peter Giadresco
21/12/2002,Starstruck Classic,Ascot,Twilight Spy,1,$5 ,LR,Peter Knuckey,John Price
21/12/2002,Ted Van Heemst Stakes,Ascot,Bold Mirage,1.25,$13 ,G2,Troy Turner,Alan Mathews
22/12/2002,Tasmanian Guineas,Launceston,Dream Quest,0.1,$6 ,LR,Brendon McCoull,Barry Campbell
22/12/2002,Tasmanian Stakes,Launceston,Abbadena,0.1,$3F,LR,Simon Snell,Troy Blacker
26/12/2002,ATC Summer Cup,Randwick,Stoway,0.8,$7.50 ,G3,Danny Beasley,Gai Waterhouse
26/12/2002,Queen Elizabeth II Cup,Cheltenham,Moongara,0.1,$3.20F,G3,Jason Holder,Mark Kavanagh
26/12/2002,SAJC Christmas Handicap,Cheltenham,Get Up,1.5,$6.50 ,G3,Linda Meech,Darryl Dodson
26/12/2002,Lord Stakes,Caulfield,Mooball,0.2,$3.50F,LR,Luke Currie,Brian Cox
26/12/2002,MRC Christmas Stakes,Caulfield,Raja Lane,0.4,$8.50 ,LR,Danny Nikolic,Leon MacDonald
28/12/2002,B.J. McLachlan Stakes,Doomben,How Funny,0.1,$3F,LR,Michael Pelling,Gai Waterhouse
28/12/2002,The Gold Rush,Ascot,Kensyl Bay,1,$4.50 ,G3,Glenn Smith,Tom Widdeson
28/12/2002,WATC ATA Stakes,Ascot,Mr Tambourineman,0.2,$3.50F,LR,Lucas Camilleri,Lindsey Smith
28/12/2002,WATC Crystal Slipper Stakes,Ascot,Magic Aces,3.5,$2.75F,LR,Paul King,Peter Giadresco
1/1/2003,ATC January Cup,Randwick,Raw Instinct,1.8,$12 ,LR,Robert Thompson,Bruce McLachlan
1/1/2003,Carrington Stakes,Randwick,Libidinious,1.3,$2.60F,LR,Chris Munce,Gai Waterhouse
1/1/2003,Bagot Handicap,Flemington,Bold Bard,0.8,$11 ,LR,Reece Wheeler,Bryce Stanaway
1/1/2003,Standish Handicap,Flemington,Super Impressive,0.2,$8.50 ,G3,Patrick Payne,Lee Freedman
1/1/2003,Perth Cup,Ascot,Tumeric,3,$4 ,G2,John Claite,Alan Mathews
4/1/2003,Bernborough Handicap,Doomben,Make Mine Magic,0.2,$6 ,LR,Glen Colless,Alan Bailey
8/1/2003,GCTC Silk Stocking,Gold Coast,Feelers,0.1,$8 ,LR,Scott Galloway,John Hawkes
11/1/2003,ATC Cup,Rosehill,Majestically,0.1,$9 ,LR,Corey Brown,Jack Denham
11/1/2003,Gold Coast Stakes,Gold Coast,Make Mine Magic,0.8,$4.75 ,LR,Glen Colless,Alan Bailey
11/1/2003,Rubiton Stakes,Caulfield,Super Elegant,0.1,$9 ,G3,Vincent Hall,Tony Vasil
18/1/2003,SAJC New Year's Gift,Victoria Park,Devil in Disguise,0.4,$7.50 ,LR,Travis Creek,Bill Papazaharoudakis
18/1/2003,Without Fear Stakes,Victoria Park,Regrowth,3.6,$1.80F,LR,Simon Price,Tony McEvoy
18/1/2003,John Dillon Stakes,Caulfield,Panorama Heights,0.5,$3.50 ,LR,Greg Childs,Tony Noonan
18/1/2003,Zeditave Stakes,Caulfield,Innovation Girl,3.5,$1.80F,LR,Nash Rawiller,Brian Mayfield-Smith
23/1/2003,Australia Stakes,Moonee Valley,Yell,2.3,$3.20F,G2,Darren Gauci,John Hawkes
25/1/2003,Scenic Blast Stakes,Ascot,Senate Lease,0.75,$26 ,LR,Jason Miller,Mark Nelson
26/1/2003,Conquering Stakes,Hobart,King Flyer,0.5,$13 ,LR,David Pires,John Luttrell
26/1/2003,Launceston Guineas,Hobart,Birle's Gamble,0.1,$3F,LR,Stephen Maskiell,Gary White
26/1/2003,TRC One Thousand Guineas,Hobart,All Stealth,0.2,$21 ,LR,Wayne Hokai,Gary White
27/1/2003,Australia Day Cup,Randwick,Stoway,2,$3F,LR,Danny Beasley,Gai Waterhouse
27/1/2003,Blue Diamond Preview (C&G),Caulfield,Murphy's Blu Boy,7,$2.60F,G3,Damien Oliver,Michael Hicks
27/1/2003,Blue Diamond Preview (F),Caulfield,Halibery,0.8,$10 ,G3,Damien Oliver,Mick Price
27/1/2003,Peter Le Grand Stakes,Caulfield,Gazania,0.3,$9 ,LR,Brett Prebble,Tom Hughes Snr
1/2/2003,Canterbury Classic,Rosehill,Fouardee,0.8,$8.50 ,LR,Jim Cassidy,Jim Lee
1/2/2003,C.S. Hayes Memorial Cup,Morphettville,Terminus Prince,0.9,$9 ,LR,Jason Holder,Barry Dunn
1/2/2003,R.N. Irwin Stakes,Morphettville,Bomber Bill,0.3,$3.80 ,G3,Steven Arnold,Russell Cameron
1/2/2003,SAJC Breeders' Stakes,Morphettville,Syrinx,0.6,$14 ,G2,Brendan Fenech,John Hawkes
1/2/2003,C.S. Hayes Stakes,Flemington,Innovation Girl,0.8,$2.25F,G3,Nash Rawiller,Brian Mayfield-Smith
1/2/2003,Kensington Stakes,Flemington,Dama de Noche,0.5,$26 ,LR,Darren Gauci,Lee Freedman
8/2/2003,Tasmanian Derby,Hobart,Dream Quest,0.3,$4 ,G3,Brendon McCoull,Barry Campbell
8/2/2003,Autumn Stakes,Caulfield,Titanic Jack,0.5,$3.20F,G3,Patrick Payne,Tom Hughes Snr
8/2/2003,Blue Diamond Prelude (C&G),Caulfield,Hammerbeam,1.3,$21 ,G3,Darren Gauci,John Hawkes
8/2/2003,Blue Diamond Prelude (F),Caulfield,Halibery,1.8,$3.50F,G3,Damien Oliver,Mick Price
8/2/2003,C.F. Orr Stakes,Caulfield,Yell,0.4,$4.60 ,G1,Darren Gauci,John Hawkes
8/2/2003,Doveton Stakes,Caulfield,Feel the Noise,2.5,$4.60 ,LR,Greg Childs,Michael Moroney
8/2/2003,Geoffrey Bellmaine Stakes,Caulfield,Skewiff,0.8,$10 ,LR,Matt Pumpa,Darren Weir
8/2/2003,Detonator Stakes,Ascot,Main Stage,0.5,$4.50 ,LR,Troy Jackman,Allan Taylor
9/2/2003,Black Caviar Lightning,Flemington,Choisir,0.8,$7 ,G1,Glen Boss,Paul Perry
9/2/2003,The Vanity,Flemington,Dextrous,0.2,$4.60 ,G3,Darren Gauci,John Hawkes
10/2/2003,Elwick Stakes,Hobart,Fine Omens,0.8,$10 ,LR,Craig Newitt,Charlie Goggin
10/2/2003,Hobart Cup,Hobart,Jeune's Mark,2.5,$8 ,G3,Stephen Baster,Tony McEvoy
10/2/2003,Thomas Lyons Stakes,Hobart,Umrum,1.5,$1.65F,LR,Jason Holder,Leon MacDonald
13/2/2003,Mornington Cup,Mornington,Gunnamatta,1.5,$9 ,LR,Kerrin McEvoy,Tony Noonan
13/2/2003,Hawkesbury Guineas,Hawkesbury,Pearly Kings,0.2,$2.20F,LR,Darren Beadman,John Hawkes
15/2/2003,Triscay Stakes,Rosehill,Oomph,0.5,$6 ,LR,Danny Beasley,Kerry Jordan
15/2/2003,John Letts Cup,Morphettville,Si Senor,0.3,$11 ,G3,Luke Currie,Mat Ellerton
15/2/2003,Robert Sangster Stakes,Morphettville,Our Egyptian Raine,0.1,$6 ,G2,Catherine Tremayne,Kenny Rae
15/2/2003,Australian Guineas,Flemington,Delago Brom,1.3,$3.60F,G1,Patrick Payne,Tommy Hughes
15/2/2003,Chester Manifold Stakes,Flemington,Matter Of Honour,1.5,$3.70F,LR,Damien Oliver,Paul Perry
15/2/2003,Talindert Stakes,Flemington,Rosarino,0.8,$4.20 ,LR,Rhys McLeod,David Hall
16/2/2003,TTC St Leger,Launceston,Dartington,1,$5 ,LR,Jodi Borrett,John Blacker
19/2/2003,Hareeba Stakes,Mornington,Call Me Syd,0.2,$26 ,LR,Rhys McLeod,Nevin Eades
19/2/2003,Mornington Cup,Mornington,Gunnamatta,0.3,$10 ,LR,Nash Rawiller,Tony Noonan
19/2/2003,Gosford Slipper,Gosford,Ultimate Fever,2.5,$7.50 ,LR,Darren Beadman,John O'Shea
22/2/2003,Arrowfield 3YO Sprint,Randwick,Athelnoth,1.8,$12 ,G2,Hugh Bowman,Tiger Holland
22/2/2003,Expressway Stakes,Randwick,Lonhro,1.8,$1.55F,G2,Darren Beadman,John Hawkes
22/2/2003,Hot Danish Stakes,Randwick,Miss Helterskelter,0.8,$9.50 ,LR,Lane Moloney,David Payne
22/2/2003,Light Fingers Stakes,Randwick,Only Glory,0.4,$4.40 ,G2,Darren Beadman,John O'Shea
22/2/2003,Angus Armanasco Stakes,Caulfield,La Bella Dame,2.3,$4.40 ,G2,Danny Nikolic,Mick Price
22/2/2003,Blue Diamond Stakes,Caulfield,Kusi,0.8,$8 ,G1,Corey Brown,John Hawkes
22/2/2003,Manfred Stakes,Caulfield,Conspectus,0.3,$8.50 ,LR,Noel Callow,Mick Price
22/2/2003,Mannerism Stakes,Caulfield,Galapagos Girl,0.1,$11 ,G3,Brett Prebble,Brian Mayfield-Smith
22/2/2003,Oakleigh Plate,Caulfield,River Dove,0.4,$10 ,G1,Stephen Baster,Mat Ellerton
22/2/2003,Peter Young Stakes,Caulfield,Northerly,0.8,$1.70F,G2,Patrick Payne,Fred Kersley
22/2/2003,Cyril Flower Stakes,Ascot,Mr. Callahan,1.5,$9 ,LR,Kevin Forrester,Monique Campbell
23/2/2003,Hellova Street Stakes,Launceston,Umrum,0.3,$1.67F,LR,Jason Holder,Leon MacDonald
23/2/2003,Kilmore Cup,Kilmore,Malu,2,$6.50 ,LR,Linda Meech,Terry O'Sullivan
26/2/2003,Gold Sovereign Stakes,Launceston,Snip Attack,3.3,$2.10F,LR,Craig Newitt,Peter Moody
26/2/2003,Launceston Cup,Launceston,St Andrews,1,$5.50 ,G3,Noel Callow,George Blacker
26/2/2003,Tasmanian Oaks,Launceston,Ionacolumba,0.5,$17 ,LR,Stephen Maskiell,Charlie Goggin
26/2/2003,Strutt Stakes,Hobart,Flag Of Pride,1.3,$11 ,LR,Shayne Cahill,Tony McEvoy
26/2/2003,Waltzing Lily Quality,Flemington,Regrowth,1.3,$3.50F,LR,Damien Oliver,Tony McEvoy
1/3/2003,Millie Fox Stakes,Rosehill,Gentle Genius,0.5,$9 ,LR,Lenny Beasley,Tony Wildman
1/3/2003,Silver Slipper Stakes,Rosehill,Hasna,0.2,$2.50F,G2,Chris Munce,Gai Waterhouse
1/3/2003,Southern Cross Stakes,Rosehill,Gordo,0.3,$5 ,G3,Corey Brown,John Hawkes
1/3/2003,Autumn Classic,Caulfield,Natural Blitz,2.3,$6.50 ,G2,Nash Rawiller,Doug Harrison
1/3/2003,Futurity Stakes,Caulfield,Yell,3.3,$4.20 ,G1,Darren Gauci,John Hawkes
1/3/2003,MRC Chairman's Stakes,Caulfield,Subscribe,1,$10 ,LR,Danny Nikolic,Bradley Marzato
1/3/2003,T.S. Carlyon Cup,Caulfield,No Deposit,4.3,$4.60 ,G3,Nash Rawiller,Robert Smerdon
1/3/2003,Victoria Gold Cup,Caulfield,Mr Trickster,0.8,$9 ,LR,Craig Newitt,Mick Price
1/3/2003,W.J. Adams Stakes,Caulfield,Super Elegant,2.8,$10 ,LR,Vincent Hall,Tony Vasil
1/3/2003,Sheila Gwynne Classic,Ascot,Superior Star,0.5,$7 ,LR,Steven Parnham,Neville Parnham
1/3/2003,WATC Challenge Stakes,Ascot,Early Express,0.8,$4EF,LR,Paul King,Peter Giadresco
5/3/2003,Gosford Guineas,Gosford,Vital Agreement,0.5,$9 ,LR,Glen Boss,Gai Waterhouse
8/3/2003,Apollo Stakes,Randwick,Lonhro,3.3,$1.30F,G2,Darren Beadman,John Hawkes
8/3/2003,Guy Walter Stakes,Randwick,Forum Floozie,0.3,$4 ,LR,Darren Beadman,John Hawkes
8/3/2003,Hobartville Stakes,Randwick,Thorn Park,3.3,$4.60 ,G2,Darren Beadman,Bob Thomsen
8/3/2003,Matrice Stakes,Morphettville,For The Good Times,0.3,$8 ,LR,Brian Park,David Hall
8/3/2003,SAJC Classic Mile,Morphettville,Vignor,0.1,$7 ,LR,Paul Gatt,Phillip Stokes
8/3/2003,Elms Handicap,Flemington,Belle Ball,0.5,$14 ,LR,Greg Childs,Russell Cameron
8/3/2003,Kewney Stakes,Flemington,Lashed,1,$3.10F,G2,Damien Oliver,Graeme Rogerson
8/3/2003,Newmarket Handicap,Flemington,Belle du Jour,0.8,$10 ,G1,Danny Nikolic,Clarry Conners
8/3/2003,Thoroughbred Breeders' Stakes,Flemington,Living Spirit,1.3,$8 ,G3,Nash Rawiller,Tony McEvoy
9/3/2003,Pinjarra Cup,Pinjarra,Czariffic,1.5,$17 ,LR,Daniel Staeck,Paul Roberts
10/3/2003,Australian Cup,Flemington,Northerly,4,$1.70F,G1,Patrick Payne,Fred Kersley
10/3/2003,Frances Tressady Stakes,Flemington,Galapagos Girl,0.5,$15 ,G3,Brett Prebble,Brian Mayfield-Smith
10/3/2003,Sunlight Classic,Flemington,Wyndam Glory,1.3,$11 ,LR,Damien Oliver,Tony McEvoy
10/3/2003,VRC Sires Produce Stakes,Flemington,Winestock,1,$6.50 ,G1,Brett Prebble,Terry O'Sullivan
15/3/2003,Kindergarten Stakes,Warwick Farm,Niello,1.3,$3.70F,G3,Darren Beadman,John Hawkes
15/3/2003,Liverpool City Cup,Warwick Farm,Planchet,1,$3.20F,G3,Rod Quinn,John Hawkes
15/3/2003,Surround Stakes,Warwick Farm,Bollinger,0.2,$3.10 ,G2,Damien Oliver,Gai Waterhouse
15/3/2003,Verry Elleegant Stakes,Warwick Farm,Lonhro,1.3,$1.26F,G1,Darren Beadman,John Hawkes
15/3/2003,Blamey Stakes,Flemington,Walk On Air,0.2,$12 ,G2,Danny Nikolic,Colin Alderson
15/3/2003,Bob Hoysted Handicap,Flemington,Princesa,0.5,$7.50 ,LR,Peter Mertens,Greg Eurell
15/3/2003,Furphy Trophy,Flemington,Fragmentation,0.8,$4 ,LR,Steven King,Tony McEvoy
15/3/2003,The Andrew Ramsden,Flemington,Heguy,0.8,$5 ,LR,Danny Nikolic,Bradley Marzato
15/3/2003,Balcrest Stakes,Cheltenham,Mot D'or,0.5,$4.60 ,LR,Jason Holder,Leon MacDonald
15/3/2003,H.C. Nitschke Stakes,Cheltenham,Yvonne,0.1,$4.60 ,LR,Simon Price,Tony McEvoy
15/3/2003,Aquanita Stakes,Ascot,Shirazamatazz,0.05,$15 ,LR,Daniel Staeck,Fred Kersley
18/3/2003,Bunbury Stakes,Bunbury,Finito,1.5,$7.50 ,LR,Daniel Staeck,Phil Humann
20/3/2003,Bunbury Cup,Bunbury,Money is Magic,DH,$6.50 ,G3,Troy Turner,Colin Webster
20/3/2003,Bunbury Cup,Bunbury,Yelmar Boy,DH,$21 ,G3,Paul King,Kevin Smith
22/3/2003,Alister Clark Stakes,Moonee Valley,Titanic Jack,2.5,$3.70 ,G2,Patrick Payne,Tom Hughes Snr
22/3/2003,Leslie Frogatt Plate,Moonee Valley,Snip Attack,0.1,$8.50 ,LR,Damien Oliver,Peter Moody
22/3/2003,Moonee Valley Fillies Classic,Moonee Valley,Ribe,0.8,$5 ,G2,Danny Nikolic,Lee Freedman
22/3/2003,Silver Jubilee Stakes,Moonee Valley,Special Harmony,2.8,$7 ,LR,Craig Newitt,Lee Freedman
22/3/2003,Sunline Stakes,Moonee Valley,Tickle My,1.3,$3.90F,G2,Steven King,Bruce Purcell
22/3/2003,William Reid Stakes,Moonee Valley,Yell,0.8,$4.60 ,G1,Darren Gauci,John Hawkes
22/3/2003,Canterbury Stakes,Canterbury,Defier,1.3,$1.75F,G2,Chris Munce,Guy Walter
22/3/2003,Eskimo Prince Stakes,Canterbury,Dehero,1.3,$15 ,LR,Glen Boss,Gregory Schumaker
22/3/2003,Randwick City Stakes,Canterbury,Bedouin,0.1,$3.80 ,G3,Hugh Bowman,John O'Shea
22/3/2003,Randwick Guineas,Canterbury,Fine Society,2.3,$5 ,G1,Corey Brown,John Hawkes
22/3/2003,Skyline Stakes,Canterbury,Kusi,0.1,$1.60F,G3,Corey Brown,John Hawkes
22/3/2003,Sweet Embrace Stakes,Canterbury,Legally Bay,0.8,$2.10F,G3,Rod Quinn,John Hawkes
22/3/2003,Black Opal Stakes,Canberra,Handsome Ransom,0.2,$4 ,G3,Corey Brown,Paul Sutherland
22/3/2003,National Sprint,Canberra,Johnny Reb,0.8,$13 ,LR,Nathan Cumberland,Tim Martin
22/3/2003,Supremacy Stakes,Ascot,Royal Fire,0.4,$3.80 ,LR,Kevin Forrester,Bob Maumill
26/3/2003,Newcastle Newmarket,Newcastle,Zabarra,0.1,$26 ,G3,Robert Thompson,Jack Denham
27/3/2003,Weetwood Handicap,Toowoomba,Ceffyl,0.5,$15 ,LR,Jim Byrne,Ron Maund
29/3/2003,Toowoomba Cup,Toowoomba,Kugelhopf,0.1,$5 ,LR,Justin Stanley,Harold Norman
29/3/2003,Coolmore Classic,Rosehill,Bollinger,1.3,$3.20F,G1,Chris Munce,Gai Waterhouse
29/3/2003,Phar Lap Stakes,Rosehill,Thorn Park,0.8,$1.65F,G2,Glen Boss,Bob Thomsen
29/3/2003,Ranvet Stakes,Rosehill,Republic Lass,0.1,$8 ,G1,Glen Boss,Guy Walter
29/3/2003,Reisling Stakes,Rosehill,Polar Success,0.5,$7 ,G2,Danny Beasley,Graeme Rogerson
29/3/2003,Sky High Stakes,Rosehill,National Treasure,1.3,$2.60F,LR,Glen Boss,Gai Waterhouse
29/3/2003,Star Kingdom Stakes,Rosehill,Bradshaw,0.8,$9 ,G3,Corey Brown,John Hawkes
29/3/2003,Todman Stakes,Randwick,Exceed And Excel,0.2,$5.50 ,G3,Hugh Bowman,Tim Martin
29/3/2003,Adelaide Guineas,Morphettville,Nancy Eleanor,0.6,$8 ,G3,Joe Bowditch,Phillip Stokes
29/3/2003,Walter Brown Stakes,Morphettville,On Focus,0.2,$11 ,LR,Joe Bowditch,Craig Curtis
29/3/2003,J.C. Roberts Stakes,Ascot,The Right Money,0.35,$3.30F,LR,Paul Harvey,Trevor Andrews
29/3/2003,Natasha Stakes,Ascot,Crimson Sakura,0.25,$13 ,LR,Clint Harvey,Robert Matthews
2/4/2003,Illawarra Classic,Kembla Grange,Secret Land,3,$1.45F,LR,Chris Munce,Gai Waterhouse
2/4/2003,Kembla Grange Classic,Kembla Grange,Ain't Seen Nothin',0.8,$11 ,LR,John Scorse,Barbara Joseph
5/4/2003,Darby Munro Stakes,Rosehill,Force Apollo,1,$5.50F,LR,Darren Beadman,John Hawkes
5/4/2003,Doncaster Prelude,Rosehill,Helsinborg,0.8,$21 ,LR,Greg Childs,John Hawkes
5/4/2003,Epona Stakes,Rosehill,Airlie Bird,3.5,$12 ,LR,Terry Jones,Paul Cave
5/4/2003,Magic Night Stakes,Rosehill,Shamekha,0.5,$4.40 ,G2,Jim Cassidy,Gai Waterhouse
5/4/2003,N.E. Manion Cup,Rosehill,Grand City,1.8,$21 ,G3,Jim Cassidy,Gai Waterhouse
5/4/2003,Pago Pago Stakes,Rosehill,Danbird,0.8,$8.50 ,G2,Greg Childs,Gerald Ryan
5/4/2003,Parramatta Cup,Rosehill,Laguna Lake,0.4,$19 ,LR,Darryl McLellan,Gai Waterhouse
5/4/2003,Rosehill Guineas,Rosehill,Helenus,0.4,$5.50 ,G1,Steven King,Leon Corstens
5/4/2003,SAJC Premier's Plate,Cheltenham,Odysseus,0.1,$7 ,G3,Chad Lever,Mark Kavanagh
5/4/2003,Hyperion Stakes,Ascot,Tribula,1.25,$9 ,G3,Jason Brown,Arthur Mortimer
5/4/2003,Perth Stakes,Ascot,Shout From Maroof,0.3,$2.80F,LR,Stephen Miller,Michael Pateman
5/4/2003,Strickland Stakes,Ascot,Money is Magic,0.5,$21 ,G3,Troy Turner,Colin Webster
